authors,author_id,title,year,source_title,volume,issue,cited_by,author_keywords,index_keywords,document_type,article_no
Wilding K.M| Schinn S.-M| Long E.A| Bundy B.C.,56221901100|56426567600|57200181918|56266132600|,The emerging impact of cell-free chemical biosynthesis,2018,Current Opinion in Biotechnology,53,,849,,"Biocatalysts| Biochemistry| Biosynthesis| Cell immobilization| Enzyme immobilization| Ionic liquids| Bio-manufacturing| Cascade engineerings| Cascade operation| Chemocatalysis| Enzyme encapsulation| Fine Chemicals| Plug and play| Reaction conditions| Cell engineering| enzyme| immobilized enzyme| biocatalyst| bioengineering| biomanufacturing| biotechnology| cell free chemical biosynthesis| cell free system| cost effectiveness analysis| encapsulation| enzyme immobilization| enzyme purification| enzyme stability| nonhuman| priority journal| Review| signal transduction| synthesis| virus like agent| cell free system| metabolic engineering| metabolism| procedures| Cell-Free System| Enzyme Stability| Enzymes, Immobilized| Metabolic Engineering",Review,439
Morgan W.S| Jorgensen J.J| Hess B.C| Hart G.L.W.,57191108291|57202904399|16197655400|57207901363|,Efficiency of Generalized Regular k-point grids,2018,Computational Materials Science,153,,675,,Mathematical models| Brillouin zones| Computational costs| Integer division| K points| Reciprocal lattice vectors| Regular grids| Total energy| Materials science,Article,440
Loney D.A| Pevey K.C| McAlpin J.T| Nelsen B.W| Hargis B.H.,56703039000|39362193900|57197749025|57201022887|57217564448|,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,2018,Journal of Defense Modeling and Simulation,15,4,520,logistics| military logistics| Operation planning| route modeling| vessel route planning,Fighter aircraft| Hydraulics| Parameter estimation| Specifications| Changing constraints| Coastal and hydraulics laboratories| Coastal environments| Environmental variables| Military logistics| Operation planning| Route planning| Two-dimensional hydrodynamics| Logistics,Article,441
Hansen K.R| Peterson J.R| Perego A| Shelley M| Olsen C.R| Perez L.D| Hogg H.L| Watt R.K| Colton J.S.,57208823236|57213462935|57205507684|57205503531|57194047397|57205500882|57205505883|57212277009|35587077000|,Lead sulfide quantum dots inside ferritin: synthesis and application to photovoltaics,2018,Applied Nanoscience (Switzerland),8,7,871,Ferritin| Lead sulfide| Nanoparticles| Photovoltaics| Quantum dots| Solar cells,,Article,442
Ling M| Howell L.L| Cao J| Jiang Z.,57201759181|57211516485|16548784600|57190849274|,A pseudo-static model for dynamic analysis on frequency domain of distributed compliant mechanisms,2018,Journal of Mechanisms and Robotics,10,5,79,Compliant mechanisms,Dynamics| Flexible structures| Frequency domain analysis| Kinetic energy| Mechanisms| Stiffness matrix| D' Alembert's principle| Dynamic stiffness matrix| Frequency dependent| Frequency domains| Lagrange's equation| Modeling procedure| Precision positioning stage| Static and dynamic performance| Compliant mechanisms,Article,443
Poornejad N| Momtahan N| Salehi A.S.M| Scott D.R| Fronk C.A| Roeder B.L| Reynolds P.R| Bundy B.C| Cook A.D.,55235047300|56515354700|57194105863|56921113900|57044630300|7005654753|56701050600|56266132600|56514586700|,Corrigendum: Efficient decellularization of whole porcine kidneys improves reseeded cell behavior (Biomedical Materials (Bristol) (2016) 11 (025003) DOI: 10.1088/1748-6041/11/2/025003),2018,Biomedical Materials (Bristol),13,6,275,,erratum,Erratum,444
Cramer J| Adams D| Miles M.P| Fullwood D.T| Homer E.R| Brown T| Misha R| Sachdev A.,57203184524|57201465968|24295291100|12142543700|8705255200|56248395300|57203180153|7005486887|,Effect of strain path on forming limits and retained austenite transformation in Q&P 1180 steel,2018,Materials Science and Engineering A,734,,682,Forming limit| Q&P steel| Retained austenite| Strain path,Austenite| Ductile fracture| Linear transformations| Mathematical transformations| Plastic deformation| Tensile testing| Effect of strain| Effective strain| Electron back scatter diffraction| Forming limits| Plane strain tension| Retained austenite| Strain paths| Uniaxial tensions| Strain rate,Article,445
Yellowhorse A| Howell L.L.,56790117900|57211516485|,Deployable lenticular stiffeners for origami-inspired mechanisms,2018,Mechanics Based Design of Structures and Machines,46,5,41,Compliant stiffener| finite element models| large deflection| lenticular stiffener| non-linear elasticity| origami,Civil engineering| Machine design| Compliant stiffener| Large deflection| lenticular stiffener| Nonlinear elasticity| origami| Finite element method,Article,446
Wright G.A|34874038200|,Engineering attitudes: an investigation of the effect of literature on student attitudes toward engineering,2018,International Journal of Technology and Design Education,28,3,2,302,"Engineering| Engineering education| STEM (science, technology, engineering and mathematics)| Attitude| Engineering and technology| English literature| Interest| Literacy| Reading| STEM careers| Student attitudes| Students",Article,,447
Mulford R.B| Collins N.S| Farnsworth M.S| Jones M.R| Iverson B.D.,56584019300|57201366662|57201358872|56714263700|8608718200|,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,2018,International Journal of Heat and Mass Transfer,124,,501,Angular surfaces| Cavity effect| Specular reflection| V-groove| Variable emissivity surface,Analytical models| Electromagnetic wave emission| Heat radiation| Irradiation| Isotherms| Radiation| Cavity effect| Collimated irradiation| Monte-Carlo ray tracing| Multiple reflections| Numerical verification| Radiative properties| Specular reflections| V grooves| Ray tracing,Article,448
Shen T.-C| Zhou Z| Anderson C.M| Thompson S.K| Whitty K.J| Stowers K.J.,7202006620|57194692502|57194679331|57194686620|35791260000|13406135400|,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications,2018,Diamond and Related Materials,88,,8,Alumina nanoparticles| Carbon nanotubes| Catalysis| Chemical vapor deposition| Ferrocene,Alumina| Carbon nanotubes| Catalysis| Chemical vapor deposition| Ethylene| Gas adsorption| Gases| Iron compounds| Multiwalled carbon nanotubes (MWCN)| Nanoparticles| Organometallics| Yarn| Alumina Nanoparticle| Carbon nano-tube structures| Ferrocenes| High surface area| Liquid precursors| Moderate temperature| Multi-walled CNTs| Resulting materials| Aluminum oxide,Article,449
Roy J| Kumar A| Choudhury D.,57198333909|56666222000|7103392045|,Natural frequencies of piled raft foundation including superstructure effect,2018,Soil Dynamics and Earthquake Engineering,112,,756,Earthquakes| Natural radial frequency| Pile| Raft| Stiffness| Superstructure,Consolidation| Earthquakes| Foundations| Stiffness| Tall buildings| Analytical methodology| Dynamic characteristics| Dynamics characteristic| Exact analytical solutions| Geotechnical parameters| Natural radial frequency| Raft| Superstructure| Piles| analytical framework| centrifugal model test| earthquake engineering| foundation| geotechnical engineering| pile| stiffness,Article,450
Chanda A| Ruchti T| Upchurch W.,56009607700|57200525944|57214792802|,Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,2018,Biomimetics,3,3,809,Finite element| Hernia| Pelvic organ prolapse| Prolene®| Prosthetic mesh,,Article,451
Lee J.H| Millard J.D| Lusk P.C| Beard R.W.,57216486642|57203661089|57203661821|35562442700|,Autonomous target following with monocular camera on UAS using Recursive-RANSAC tracker,2018,"2018 International Conference on Unmanned Aircraft Systems, ICUAS 2018",,,658,,Antennas| Cameras| Unmanned aerial vehicles (UAV)| Autonomous target| Hardware test| Monocular cameras| Multiple moving objects| Multiple objects| Outdoor environment| Unmanned aerial systems| Vision-based target tracking| Target tracking,Conference Paper,452
Moon B.G| Peterson C.K.,57203981655|56248593800|,Learned Search Parameters for Cooperating Vehicles using Gaussian Process Regressions,2018,"2018 International Conference on Unmanned Aircraft Systems, ICUAS 2018",,,394,,Cost functions| Gaussian distribution| Gaussian noise (electronic)| Numerical methods| Cooperating vehicles| Gaussian process regression| Grid cells| Mission objectives| Search area| Search parameters| Target density| Vehicle searches| Unmanned aerial vehicles (UAV),Conference Paper,453
Sargent B| Bean M| Wood D| Jensen B| Magleby S| Howell L.,57203978933|57203982016|57203992542|7403218372|6701720294|57211516485|,Zipper Tube Reinforcement to Mitigate Flexible Shaft Buckling,2018,"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",,,539,,Reinforcement| Space applications| Structural frames| Buckling failure| Buckling restrained braced frames| Compressive loads| Construction technique| Continuous support| Deployable boom| Support systems| Variable length| Robotic surgery,Conference Paper,454
Zimmerman T| Butler J| Frandsen D| Burrow D| Fullwood D| Magleby S| Howell L.,57191362366|57192710054|57203980122|57203980107|12142543700|6701720294|57211516485|,Modified Material Properties in Curved Panels Through Lamina Emergent Torsional Joints,2018,"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",,,345,,Elastic moduli| Universal joints| Alternative materials| Compliant joints| Constrained design| Effective moduli| Energy storage efficiencies| Joint stiffness| Maximum moments| Three orders of magnitude| Stiffness,Conference Paper,455
Pehrson N.A| Magleby S.P| Howell L.L.,57188833818|6701720294|57211516485|,An Origami-based Thickness-Accommodating Bistable Mechanism in Monolithic Thick-sheet Materials,2018,"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",,,670,,Mechanisms| Bi-stable state| Bistable mechanisms| Bistables| Large structures| Low-energy state| Multistable| Stored energy| Thick sheets| Compliant mechanisms,Conference Paper,456
Nelson T.G| Lang R.J| Magleby S.P| Howell L.L.,56677251600|15848771600|6701720294|57211516485|,Implementation of Rolling Contacts for SORCE Joints,2018,"2018 International Conference on Reconfigurable Mechanisms and Robots, ReMAR 2018 - Proceedings",,,829,,Friction| Manufacturing complexity| Rolling contacts| Rolling joints| Rollers (machine components),Conference Paper,457
Jensen T.D| Bresciano K.A| Dallon E| Fujimoto M.S| Lyman C.A| Stewart E| Griffitts J| Clement M.J.,57204553875|57204546854|57204555914|56371366400|57202818911|57204555396|6507235629|7102523474|,The PepSeq Pipeline: Software for Antimicrobial Motif Discovery in Randomly-Generated Peptide Libraries,2018,"ACM-BCB 2018 - Proceedings of the 2018 ACM International Conference on Bioinformatics, Computational Biology, and Health Informatics",,,637,Drug discovery| Peptide| Random forest,Antibiotics| Bacteria| Bioinformatics| Decision trees| Pipelines| Anti-microbial activity| Drug discovery| Motif discovery| Novel antibiotics| Random forest algorithm| Random forests| Resistance genes| Sequence motifs| Peptides,Conference Paper,458
Stott M.A| Ganjalizadeh V| Meena G| McMurray J| Olsen M| Orfila M| Schmidt H| Hawkins A.R.,56709364700|56387524600|56709476900|57195398251|57201484423|57194155925|16422844400|7102975249|,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,2018,IEEE Photonics Technology Letters,30,16,161,Biophotonics| biosensors| dielectric waveguides| fluorescence spectroscopy| integrated optics| multimode interference waveguides| multiplexing,Biosensors| Diagnosis| Dielectric waveguides| Fluorescence| Fluorescence spectroscopy| Geometry| Integrated optics| Low-k dielectric| Multiplexing| Nickel| Optical sensors| Optical waveguides| Photonics| Silica| Analyte detection| Antiresonant reflecting optical waveguides| Bio photonics| Disease diagnostics| Environmental stability| Multi-mode interference| Ribs| Target identification| Emission spectroscopy,Article,459
